file_path,label
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm_g2_-090.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-296.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/haze-031.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-978.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-069.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/mist-049.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/haze-040.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-700.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-279.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-204.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-360.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-030.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-523.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-289.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-109.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-086.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-180.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-022.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-065.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-335.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-034.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/mist-149.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-096.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-654.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-166.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-078.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-370.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-025.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-016.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-851.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-180.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/haze-049.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/haze-090.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-113.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-221.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-177.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-020.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-311.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-105.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-078.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-242.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/mist-148.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-553.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm_g2_-026.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/foggy-091.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/snow_storm-329.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-104.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-244.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm_g2_-077.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/dusttornado-024.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-692.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/sand_storm-328.jpg,metereology
/workspace/fl-blockchain/fl_blockchain/Dataset/tratado/metereology/rain_storm-158.jpg,metereology
